src,dst,kind,source,detail
SUBMISSIONS,IANA-UNNAMED-UDP-1023-18462DB1,proto_ref,defining RFC references,derived
SUBMISSIONS,IMAP,proto_ref,defining RFC references,derived
SUBMISSIONS,IMAPS,proto_ref,defining RFC references,derived
SUBMISSIONS,POP3,proto_ref,defining RFC references,derived
SUBMISSIONS,POP3S,proto_ref,defining RFC references,derived
SUBMISSIONS,SMTP,proto_ref,defining RFC references,derived
SUBMISSIONS,SUBMISSION,proto_ref,defining RFC references,derived
TACACS,KERBEROS,proto_ref,defining RFC references,derived
TACACS,TACACSS,proto_ref,defining RFC references,derived
TACACSS,TACACS,proto_ref,defining RFC references,derived
TBRPF,OLSR,proto_ref,defining RFC references,derived
TBRPF,ROUTER,proto_ref,defining RFC references,derived
TWAMP-CONTROL,OWAMP-CONTROL,proto_ref,defining RFC references,derived
TWAMP-TEST,EXP1,proto_ref,defining RFC references,derived
TWAMP-TEST,EXP2,proto_ref,defining RFC references,derived
TWAMP-TEST,IANA-UNNAMED-TCP-0-B9AB1A9E,proto_ref,defining RFC references,derived
TWAMP-TEST,IANA-UNNAMED-TCP-1023-B15027B5,proto_ref,defining RFC references,derived
TWAMP-TEST,IANA-UNNAMED-UDP-0-80DA3660,proto_ref,defining RFC references,derived
TWAMP-TEST,IANA-UNNAMED-UDP-1023-18462DB1,proto_ref,defining RFC references,derived
TWAMP-TEST,OWAMP-CONTROL,proto_ref,defining RFC references,derived
TWAMP-TEST,OWAMP-TEST,proto_ref,defining RFC references,derived
TWAMP-TEST,TWAMP-CONTROL,proto_ref,defining RFC references,derived
VEMMI,ACMAINT-DBD,proto_ref,defining RFC references,derived
VEMMI,ACMAINT-TRANSD,proto_ref,defining RFC references,derived
VEMMI,CVC-HOSTD,proto_ref,defining RFC references,derived
VEMMI,MDBS-DAEMON,proto_ref,defining RFC references,derived
VEMMI,OCS-AMU,proto_ref,defining RFC references,derived
VEMMI,OCS-CMU,proto_ref,defining RFC references,derived
VEMMI,SQL-NET,proto_ref,defining RFC references,derived
VEMMI,WHOISPP,proto_ref,defining RFC references,derived
WEBPUSH,EXP1,proto_ref,defining RFC references,derived
WEBPUSH,EXP2,proto_ref,defining RFC references,derived
WEBPUSH,IANA-UNNAMED-TCP-0-B9AB1A9E,proto_ref,defining RFC references,derived
WEBPUSH,IANA-UNNAMED-TCP-1023-B15027B5,proto_ref,defining RFC references,derived
WEBPUSH,IANA-UNNAMED-UDP-0-80DA3660,proto_ref,defining RFC references,derived
WEBPUSH,IANA-UNNAMED-UDP-1023-18462DB1,proto_ref,defining RFC references,derived
WHOISPP,ACMAINT-DBD,proto_ref,defining RFC references,derived
WHOISPP,ACMAINT-TRANSD,proto_ref,defining RFC references,derived
WHOISPP,BOOTPS,proto_ref,defining RFC references,derived
WHOISPP,CVC-HOSTD,proto_ref,defining RFC references,derived
WHOISPP,DOMAIN,proto_ref,defining RFC references,derived
WHOISPP,MDBS-DAEMON,proto_ref,defining RFC references,derived
WHOISPP,OCS-AMU,proto_ref,defining RFC references,derived
WHOISPP,OCS-CMU,proto_ref,defining RFC references,derived
WHOISPP,SMTP,proto_ref,defining RFC references,derived
WHOISPP,SNPP,proto_ref,defining RFC references,derived
WHOISPP,SQL-NET,proto_ref,defining RFC references,derived
WWW,NTP,proto_ref,defining RFC references,derived
WWW-HTTP,DOMAIN-S,proto_ref,defining RFC references,derived
Z39.50,ACMAINT-DBD,proto_ref,defining RFC references,derived
Z39.50,ACMAINT-TRANSD,proto_ref,defining RFC references,derived
Z39.50,CVC-HOSTD,proto_ref,defining RFC references,derived
Z39.50,MDBS-DAEMON,proto_ref,defining RFC references,derived
Z39.50,OCS-AMU,proto_ref,defining RFC references,derived
Z39.50,OCS-CMU,proto_ref,defining RFC references,derived
Z39.50,SQL-NET,proto_ref,defining RFC references,derived
Z39.50,WHOISPP,proto_ref,defining RFC references,derived
